source	source_label	source_level	target	target_label	relation	tier	hops_source	hops_target	rules
v10564	Frontscheibe mit grünem Bandfilter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v10565	Frontscheibe mit blauem Bandfilter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v10566	Frontscheibe mit brozenem Bandfilter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v10567_65	Kotflügel ohne Blinker mit Antennenloch, hinten links	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10567_66	Kotflügel ohne Blinker mit Antennenloch, hinten rechts	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10568_65	Kotflügel mit Blinker ohne Antennenloch, hinten links	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10568_66	Kotflügel mit Blinker ohne Antennenloch, hinten rechts	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10569_65	Kotflügel ohne Blinker ohne Antennenloch, hinten links	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10569_66	Kotflügel ohne Blinker ohne Antennenloch, hinten rechts	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10570	Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10571	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer mit Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10572	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10573	Stoßstange teilgrundiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10574	Stoßstange teilgrundiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10575	Stoßstange teilgrundiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10576	Stoßstange teilgrundiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10577	Stoßstange teillackiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10578	Stoßstange teillackiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10579	Stoßstange teillackiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10580	Stoßstange teillackiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10584	Außenspiegel elektrisch teilgrundiert	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10585	Außenspiegel elektrisch grundiert	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10586	Außenspiegel elektrisch Standard	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10593	Anhängerkupplung mit E-Satz nicht abnehmbar	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10594	Anhängerkupplung ohne E-Satz nicht abnehmbar	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10602	Außenspiegel mechanisch lackiert	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10603	Außenspiegel mechanisch teilgrundiert	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10604	Außenspiegel mechanisch grundiert	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10605	Außenspiegel mechanisch Standard	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H7
v10609	Außenspiegel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed
v10610_65	Kotflügel, hinten links	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10610_66	Kotflügel, hinten rechts	position	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H5
v10611	Stoßstange	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10612	Anhängerkupplung ohne E-Satz abnehmbar	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10622	Wischergestänge	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10634	Dach geschlossen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10644	Deckel Verdeckkasten	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10646	Streuscheibe Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10647	Streuscheibe Fernscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10648	Kappe Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10649	Streuscheibe Nebelscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10650	Scheinwerfereinsatz Fernscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10651	Scheinwerfereinsatz Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10652	Scheinwerfereinsatz Nebelscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10653	Lichtscheibe für Blinkleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10654	Lichtscheibe für Heckleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10655	Glühlampe Blinkleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10656	Glühlampe Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10657	Glühlampe Kennzeichenleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10658	Glühlampe Nebelschlußleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10659	Einstiegblech	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10660	Frontscheibenrahmen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10661	Rückfahrleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10662	Begrenzungsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10663	Wischgummi	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10664	Heckwand	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10665	Gehäuse Heckleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10666	Verbreiterungssatz Kotflügel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v10667	Lampenträger Blinkleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10668	Lampenträger Bremsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10669	Lampenträger Heckleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10670	Lampenträger Schlußleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10671	Stellelement für Leuchtweiteregulierung	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10672	Stellelement für Außenspiegel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10673	Halter Außenspiegel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10674	Scheinwerferleiste	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10675	Seitenwand	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed
v10675_1	Seitenwand, links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10675_17	Seitenwand, vorne links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10675_18	Seitenwand, vorne rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10675_2	Seitenwand, rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10675_65	Seitenwand, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10675_66	Seitenwand, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed
v10676	Karosserie	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10677	Umrißleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10678	Trittbrett	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10679	Umrüstsatz Scheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10684	Verkleidung Dachabschluss	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10685	Verkleidung Dachrahmen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10686	Verkleidung Schweller	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10704	Dichtung für Koffer-/Laderaumklappe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10748	Schutzleiste Schweller	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10749	Motor Heckklappe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v10752	Scheinwerfereinsatz für Suchscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10757	Lüftungsgitter für Stoßfänger	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed
v10764	Waschwasserdüse für Scheibenreinigung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v10776	Gasfeder für Motorhaube	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed
v10801	Zier-/Schutzleiste für Frontverkleidung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10812	Sensor für Außentemperatur	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10816	Spoiler für Kühlergitter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10845	Sensor für Außentemperatur	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10859	Heckleuchtensatz	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10903	Schließzylinder für Zündschloß	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	1	2	Hülle<-Seed+H3
v10903	Schließzylinder für Zündschloß	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3|Hülle<-Seed+H4
v10940	Fahrradträger Dach	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10941	Fahrradträger Heck	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v10957	Schiebedach Glas	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3|Hülle<-Seed+H7
v10958	Schiebedach Metall	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3|Hülle<-Seed+H7
v11009	Clip für Stoßfänger	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11012	Dichtung für Heckscheibe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11022	Dichtung für Seitenscheibe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11047	Gasfeder für Heckscheibe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11048	Gehäuse für Kennzeichenleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11052	Glühlampe für Brems-/Schlusslicht	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11053	Glühlampe für Hauptlichtschalter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11058	Glühlampe für Nebelscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11059	Glühlampe für Park-/Positionsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11060	Glühlampe für Rückfahrleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11062	Halter für Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11065	Heckklappengriff	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11070	Kofferraumleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11084	Nebelscheinwerfersatz	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3|Hülle<-Seed+H7
v11090	Puffer für Motorhaube	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11134	Tankdeckelschloss	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11136	Türgriffbetätigung	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11137	Türscharnier	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11148	Verriegelungsknopf	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11215	Teilepaket Front	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11216	Teilepaket Heck	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11223	Zusatzbremsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11224	Heckscheibenrahmen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11233	Frontscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11234	Anhängerkupplung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11242	Verdeckgriff	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11246	Tankentlüftungsventil	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11248	Unterfahrschutz	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11259	Frontschutzbügel	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11260	Getriebe Schiebedach	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11266	Ladebordwand	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed
v11288	Karosserieboden	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11290	Halterahmen, Scheibenreinigungsanlage	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11291	Karosserieboden Koffer-/Laderaum	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11292	Halter für Kühlergitter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11293	Hauptscheinwerfergehäuse	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11294	Nebelscheinwerferrahmen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11296	Reserveradwanne	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11297	Stoßfängerabdeckung für Anhängevorrichtung	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11298	Trittbrettstufe für Anhängevorrichtung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11299	Dachsäule	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11300	Zier-/Schutzleistensatz für Stoßfänger	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11301	Nebelscheinwerferkappe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11302	Rückstrahler	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11303	Leuchtenaufnahme	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11309	Abdeckung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11310	Gitter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11311	Haltersatz für Stoßfänger	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11313	Zier-/Schutzleistensatz für Kühlergitter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11314	Reflektor für Positions-/Begrenzungsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11315	Tagfahrleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11316	Außenspiegelblende	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11319	Kühlergittereinsatz	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11320	Tagfahrleuchtensatz	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11324	Ersatzradhalter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11325	Persening	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11326	Abbiegelicht	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11329	Stellmotor Tankklappe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11334	Radmutternsatz	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11340	Überrollbügel	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11342	Dichtung für Heckklappe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11344	Türblatt	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11346	Abdeckkappe Türgriff	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11348	Abdeckung Frontschürze	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11349	Abdeckung Griffmulde	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11355	Anhängebock für Anhängevorrichtung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11356	Anschlagpuffer für Fahrerhaus	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11357	Anschlussleitung für Außenspiegel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11360	Anschraubplatte für Anhängevorrichtung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11361	Antennenkopf	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11366	Be-/Entlüftungsventil für Kraftstoffbehälter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11379	Clip für Zier-/Schutzleiste	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11390	Dichtung für Blinkleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11393	Dichtung für Faltdach	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11396	Dichtung für Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11399	Dichtung für Kennzeichenleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11400	Dichtung für Kotflügel	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11401	Dichtung für Kraftstoffeinfüllstutzen	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11409	Dichtung für Rahmen Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11410	Dichtung für Schiebedach	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H3
v11411	Dichtung für Schlussleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11413	Dichtung für Türscheibe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11414	Dichtung für Türsicherungsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11425	Domstrebe	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11433	Druckschalter für Bremshydraulik	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11438	Einfüllstutzen für Kraftstoffbehälter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11466	Führungsarm für Scheibenreinigung	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11471	Gasfeder für Reserveradhalter	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11473	Gasfeder für Verdeck	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11475	Blinkergehäuse	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11476	Rückfahrleuchtengehäuse	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11478	Rückleuchtengehäuse	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11481	Gleitbacke für Fensterheber	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11484	Glühlampe für Bremsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11485	Glühlampe für Fernscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11486	Glühlampe für Kofferraumleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11487	Glühlampe für Positions-/Begrenzungsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11488	Glühlampe für Rückleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11489	Glühlampe für Tagfahrleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11490	Glühlampe für Zusatzbremsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11499	Halter für Heckleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11512	Kabelsatz für Fernscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11513	Kabelsatz für Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11514	Kappe für Nebelscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11515	Kappe für Wischarm	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11521	Koffer-/Laderaumwanne	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	3	Hülle<-Seed+H4
v11528	Kondenswasserablaufschlauch für Innenraumluftfiltergehäuse	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H4
v11535	Kupplungspedal	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+ADJ
v11551	Lampenfassung für Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11555	Lichtscheibe für Hauptscheinwerfer	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11556	Lichtscheibe für Kennzeichenleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11557	Lichtscheibe für Positionsleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11558	Lichtscheibe für Rückfahrleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
v11559	Lichtscheibe für Schlussleuchte	baugruppe	e131090	Auto & Motorrad: Teile	<	derived	0	3	Hülle<-Seed+H3
