ID,Bezeichnung,Konflikte,Muster SUB,Muster PART,Muster HG,A: Hauptgruppe,B: Hauptgruppe,A: subClassOf,B: subClassOf,A: partOf,B: partOf,A: Erläuterung,B: Erläuterung,ENTSCHEIDUNG (nur Ausnahmen),Kommentar C
10194,Blinker Kotflügel,SUB,SUB-087,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,10192 Blinker,10610 Kotflügel,10610 Kotflügel,"Parent Part no ist auch 10350, 10567-10569",,,
10351,Motorhaube,"SUB, PART",SUB-088,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10354,Seitenscheibe Schiebetür,SUB,SUB-089,,,3 Karosserie,3 Karosserie,20009 „Türen“,10353 Seitenscheibe,10352 Schiebetür,10352 Schiebetür,Parent part auch 10556,,,
10356,Türscheibe,SUB,SUB-090,,,3 Karosserie,3 Karosserie,20009 „Türen“,21005 „Fahrzeugverglasung“,10355 Tür,10355 Tür,,,,
10381,Radabdeckung,"HG, SUB, PART",SUB-091,PART-034,HG-004,1 Unterboden,3 Karosserie,30000 „Fahrwerk/ Lenkung“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),21024 „Räder & Bereifung“,HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,Radzierblende; Rad-Kategorie unter HG1,,
10401,Verkleidung Scheinwerfer,"SUB, PART",SUB-092,PART-006,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),10210 Hauptscheinwerfer,,,,
10402,Windabweiser Dach,"SUB, PART",SUB-093,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21018 „Aerodynamik-Anbauteile“,— (leer),HG3 Karosserie,,,,
10403,Windabweiser Fenster,"SUB, PART",SUB-094,PART-017,,3 Karosserie,3 Karosserie,20009 „Türen“,21018 „Aerodynamik-Anbauteile“,— (leer),10355 Tür,,Türscheiben-Windabweiser,,
10490,Dichtung für Motorhaube,"SUB, PART",SUB-095,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21021 „Karosseriedichtungen“,— (leer),10351 Motorhaube,,,,
10623,Alufelgen Satz,"SUB, PART",SUB-096,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,10625 Felge Alu,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | Satz der Baugruppe Felge Alu",,
10624,Stahlfelgen Satz,"SUB, PART",SUB-097,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,10498 Felge Stahl,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | Satz der Baugruppe Felge Stahl",,
10655,Glühlampe Blinkleuchte,SUB,SUB-098,,,3 Karosserie,3 Karosserie,— (leer),21001 „Leuchtmittel (Glühlampen & Brenner)“,10192 Blinker,10192 Blinker,,,,
10659,Einstiegblech,"SUB, PART",SUB-099,PART-002,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
10663,Wischgummi,SUB,SUB-100,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,10528 Wischerblatt,10528 Wischerblatt,,,,
10672,Stellelement für Außenspiegel,SUB,SUB-101,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21006 „Außenspiegel & Spiegelkomponenten“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",Spiegelversteller,,
10673,Halter Außenspiegel,SUB,SUB-102,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21025 „Karosserie-Befestigungs- & Kleinteile“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
11070,Kofferraumleuchte,"SUB, PART",SUB-103,PART-001,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21000 „Beleuchtung außen“,— (leer),HG3 Karosserie,,Kofferraumbeleuchtung; Grenzfall zur Innenbeleuchtung,,
11084,Nebelscheinwerfersatz,"SUB, PART",SUB-104,PART-047,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,10240 Nebelscheinwerfer,10240 Nebelscheinwerfer,— (leer),,Satz der Baugruppe Nebelscheinwerfer,,
11215,Teilepaket Front,SUB,SUB-105,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21029 „Karosserie-Teilepakete“,— (leer),— (leer),,gemischtes Karosserie-Set Vorderwagen,,
11216,Teilepaket Heck,SUB,SUB-106,,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21029 „Karosserie-Teilepakete“,— (leer),— (leer),,gemischtes Karosserie-Set Heck,,
11224,Heckscheibenrahmen,"SUB, PART",SUB-107,PART-002,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
11233,Frontscheibe,"SUB, PART",SUB-108,PART-002,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21005 „Fahrzeugverglasung“,— (leer),10676 Karosserie,,in Rohbauöffnung geklebt/eingesetzt,,
11248,Unterfahrschutz,"SUB, PART",SUB-109,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,"Motorraum-Unterschutz; Grenzfall zu HG1, in Katalogen üblich unter Karosserie",,
11259,Frontschutzbügel,"SUB, PART",SUB-110,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
11288,Karosserieboden,"SUB, PART",SUB-111,PART-002,,3 Karosserie,3 Karosserie,20006 „Karosserie Mitte innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
11320,Tagfahrleuchtensatz,"SUB, PART",SUB-112,PART-023,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,11315 Tagfahrleuchte,10206 Hauptfernscheinwerfer,— (leer),"Parent part auch 10210,10530, 10531",Satz der Baugruppe Tagfahrleuchte,,
11342,Dichtung für Heckklappe,"SUB, PART",SUB-113,PART-008,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21021 „Karosseriedichtungen“,— (leer),10347 Heckklappe / Heckdeckel,,,,
11390,Dichtung für Blinkleuchte,SUB,SUB-114,,,3 Karosserie,3 Karosserie,— (leer),21021 „Karosseriedichtungen“,10192 Blinker,10192 Blinker,,,,
11414,Dichtung für Türsicherungsleuchte,SUB,SUB-115,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21021 „Karosseriedichtungen“,10355 Tür,10355 Tür,,Türwarnleuchte in der Tür,,
11438,Einfüllstutzen für Kraftstoffbehälter,"HG, SUB, PART",SUB-116,PART-056,HG-003,3 Karosserie,1 Unterboden,20012 „Karosserie hinten innen“,— (leer),— (leer),HG1 Unterboden,,"HG: Bauteil der Kraftstoffanlage (Tank/Leitungen unterflur), kein Karosserieteil",,
11576,Montagesatz für Kotflügel,"SUB, PART",SUB-117,PART-013,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10610 Kotflügel,,,,
11642,Schalter für Türverriegelung,"SUB, PART",SUB-118,PART-061,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21009 „Schließsystem & Fahrzeugzugang“,10355 Tür,10305 Zentralverriegelung,,ZV-Schalter; verbleibt beim Schließsystem,,
11780,Motor Schiebetür,SUB,SUB-119,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10352 Schiebetür,10352 Schiebetür,"Parent part auch 10556,10557",,,
11783,Reserveradhalter,"SUB, PART",SUB-120,PART-001,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,vgl. 11324 Ersatzradhalter (Synonym-Dublette),,
11848,Trennwand,"SUB, PART",SUB-121,PART-001,,3 Karosserie,3 Karosserie,20006 „Karosserie Mitte innen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Laderaumtrennwand (Kastenwagen),,
11865,Antrieb Kofferraumabdeckung,"HG, SUB, PART",SUB-122,PART-019,HG-006,3 Karosserie,4 Innenraum,20011 „Karosserie hinten aussen“,— (leer),— (leer),HG4 Innenraum,,HG: Laderaumabdeckung ist Innenausstattung; Antrieb entsprechend Innenraum,,
11882,Einstiegleistenset,SUB,SUB-123,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,11883 Einstiegleiste,— (leer),— (leer),,Satz der Baugruppe Einstiegleiste,,
11936,HV-Ladeanschluss,"SUB, PART",SUB-124,PART-001,,3 Karosserie,3 Karosserie,20023 „HV Komponenten“,21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),HG3 Karosserie,,Ladeanschluss in Karosserieöffnung (analog Tankklappe); HV-Komponente,,
12066,Verdeckschloss,"SUB, PART",SUB-125,PART-009,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21009 „Schließsystem & Fahrzeugzugang“,10340 Dach Cabrio,10344 Faltdach,,,,
12070,Heckklappenleiste,SUB,SUB-126,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10347 Heckklappe / Heckdeckel,10347 Heckklappe / Heckdeckel,"Parent Prt auch 10554,10555",,,
12071,Motor Heckspoiler,"SUB, PART",SUB-127,PART-064,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21018 „Aerodynamik-Anbauteile“,— (leer),10388 Spoiler,,Aktuator für ausfahrbaren Spoiler,,
12074,Blende Heckleuchte,"SUB, PART",SUB-128,PART-010,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10859 Heckleuchtensatz,10260 Rückleuchte,,,,
12077,Motor Ausstellfenster,"SUB, PART",SUB-129,PART-065,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21010 „Fensterheber & Scheibenbetätigung“,— (leer),10339 Ausstellscheibe,,,,
12167,Dachfenster,"SUB, PART",SUB-130,PART-066,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21005 „Fahrzeugverglasung“,— (leer),21019 „Dach- & Verdecksysteme“,,feststehendes Glasdachelement,,
11309,Abdeckung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21027 „Außenverkleidungen & Abdeckungen“,— (leer),— (leer),,unspezifische Abdeckung; keine eindeutige Baugruppe zuordenbar,,
10358,Abdeckung Abschlepphaken,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21027 „Außenverkleidungen & Abdeckungen“,— (leer),10611 Stoßstange,,Kappe der Abschleppöse im Stoßfänger,,
12095,Abgasrohr Heizgerät,"A-LEER, HG",,,HG-008,2 Motorraum,1 Unterboden,— (leer),— (leer),— (leer),HG1 Unterboden,HG: Standheizung,"HG: Abgasführung der Standheizung unterflur; funktional Abgasanlage, kein Karosserieteil",,
10360,Abschleppöse,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),HG3 Karosserie,,"einschraubbare Öse, Aufnahme im Stoßfängerbereich",,
11356,Anschlagpuffer für Fahrerhaus,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Fahrerhauslagerung Nfz,,
10191,Antenne elektrisch,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21023 „Antennen & Empfangstechnik“,— (leer),HG3 Karosserie,,,,
11361,Antennenkopf,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21023 „Antennen & Empfangstechnik“,— (leer),— (leer),,zugehörige Antenne nicht spezifiziert,,
11790,Antennenverstärker,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21023 „Antennen & Empfangstechnik“,— (leer),— (leer),,Einbauort fahrzeugabhängig (Scheibe/Dach),,
10338,Auspuffblende,"A-LEER, HG",,,HG-004,1 Unterboden,3 Karosserie,— (leer),"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,HG: Gehört zu Auspuffanlage,kosmetische Endrohrblende; als Zierteil außen belassen,,
11366,Be-/Entlüftungsventil für Kraftstoffbehälter,"A-LEER, HG",,,HG-003,3 Karosserie,1 Unterboden,— (leer),— (leer),— (leer),HG1 Unterboden,,"HG: Bauteil der Kraftstoffanlage (Tank/Leitungen unterflur), kein Karosserieteil",,
10662,Begrenzungsleuchte,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21003 „Heck-, Blink- & Signalleuchten“",— (leer),HG3 Karosserie,,,,
10014,Behälter Heckwischer,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,Waschwasserbehälter der Heckscheibenwaschanlage,,
12075,Beplankung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21013 „Karosserie-Blech- & Außenhautteile“,— (leer),HG3 Karosserie,,"Anbau-Beplankung (z.B. Seitenwand/Tür), geschraubt/geclipst",,
10192,Blinker,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21003 „Heck-, Blink- & Signalleuchten“",— (leer),HG3 Karosserie,,front- und heckseitig verbaut; unter Signalleuchten geführt,,
11379,Clip für Zier-/Schutzleiste,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10406 Zierleiste,,Befestigungsclip der Zierleiste,,
11425,Domstrebe,"A-LEER, HG",,,HG-005,2 Motorraum,3 Karosserie,— (leer),21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,HG: Verbidet Federbeine im Motorraum,Federbeindom-Verstrebung,,
11945,Doppelrohrbügel,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
10343,Dreieckscheibe,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21005 „Fahrzeugverglasung“,— (leer),— (leer),,feststehendes Dreiecksfenster,,
11883,Einstiegleiste,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,Zierleiste im Schwellerbereich,,
10497,Emblem,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,,,
11466,Führungsarm für Scheibenreinigung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10374,Gepäckträger,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,,,
11310,Gitter,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),— (leer),,unspezifisches Gitter (Luftführung/Front),,
12068,Halter,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),— (leer),,unspezifischer Halter,,
11290,"Halterahmen, Scheibenreinigungsanlage",A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
11515,Kappe für Wischarm,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),10181 Wischerarm,,,,
10676,Karosserie,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),HG3 Karosserie,— (leer),— (leer),,Gesamtkarosserie/Rohbau; direktes Kind der Hauptgruppe,,
10065,Kennzeichenverstärkung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),HG3 Karosserie,,Kennzeichenunterlage/-halter,,
11528,Kondenswasserablaufschlauch für Innenraumluftfiltergehäuse,"A-LEER, HG",,,HG-002,4 Innenraum,3 Karosserie,— (leer),"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),HG3 Karosserie,HG: Klimaanlage,Wasserablauf im Wasserkasten-/Filterbereich; karosserienah belassen,,
11535,Kupplungspedal,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Alle anderen Pedale sind den Innenraum zugeordnet,"HG: Pedalerie ist Bedienelement im Innenraum, kein Karosserieteil",,
11319,Kühlergittereinsatz,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),10379 Kühlergrill,,,,
11303,Leuchtenaufnahme,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,— (leer),HG3 Karosserie,,"karosserieseitige Aufnahme, Leuchte unspezifisch",,
11560,Lichtscheibe für Seitenmarkierungsleuchte,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,— (leer),11662 Seitenmarkierungsleuchte,,,,
12056,Markise,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Anbau-Markise (Reisemobil),,
12078,Motor Drallklappen,"A-LEER, HG",,,HG-007,3 Karosserie,2 Motorraum,— (leer),— (leer),— (leer),HG2 Motorraum,,"HG: Stellmotor der Drallklappen im Ansaugtrakt; Motorperipherie, kein Karosserieteil",,
10247,Parkleuchte,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21003 „Heck-, Blink- & Signalleuchten“",— (leer),HG3 Karosserie,,Parklicht; front-/heckseitig,,
11878,Radarsensor,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),HG3 Karosserie,,"Fahrerassistenz-Sensor, Einbau Front-/Stoßfängerbereich",,
12060,Rahmenspitze,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,vorderes Längsträgerende,,
11635,Schalter für Allradantrieb,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Bereich M-Konsole,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil",,
11637,Schalter für Fahrstufe,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Automatik,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil",,
11639,Schalter für Hupe,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Am Lenkrad,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil",,
11640,Schalter für Kupplungsbetätigung,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Am Kupplungspedal,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil | Kupplungsschalter an der Pedalerie",,
11641,Schalter für Scheibenwischerintervall,A-LEER,,,,4 Innenraum,4 Innenraum,— (leer),— (leer),— (leer),HG4 Innenraum,HG: Am Lenrad,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil | Lenkstockschalter",,
10137,Schließzylinder,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21009 „Schließsystem & Fahrzeugzugang“,— (leer),— (leer),,generischer Schließzylinder,,
11823,Schließzylinder Alarmanlage,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),10137 Schließzylinder,— (leer),— (leer),,Zylinder für Alarmanlagenschloss,,
10140,Schließzylinder Satz,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),10137 Schließzylinder,— (leer),— (leer),,Satz gleichschließender Zylinder,,
10903,Schließzylinder für Zündschloß,"A-LEER, HG",,,HG-002,4 Innenraum,3 Karosserie,— (leer),10137 Schließzylinder,— (leer),— (leer),HG: Gehört zum Lenkschloss,Teil der Fahrzeug-Schließanlage; Einbau Lenksäule,,
11650,Schlosssatz für Schließanlage,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21009 „Schließsystem & Fahrzeugzugang“,— (leer),— (leer),,Satz,,
10520,Schneeketten,A-LEER,,,,1 Unterboden,1 Unterboden,— (leer),21024 „Räder & Bereifung“,— (leer),— (leer),,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | Radzubehör",,
11662,Seitenmarkierungsleuchte,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21003 „Heck-, Blink- & Signalleuchten“",— (leer),HG3 Karosserie,,,,
10812,Sensor für Außentemperatur,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),HG3 Karosserie,,Einbau Frontbereich/Spiegel,,
10845,Sensor für Außentemperatur,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),HG3 Karosserie,,Dublette zu 10812; identisch behandelt,,
12171,Solarpanel,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Aufdach-Solarmodul (Reisemobil),,
10151,Spiegelglas,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21006 „Außenspiegel & Spiegelkomponenten“,— (leer),10609 Außenspiegel,,,,
10388,Spoiler,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21018 „Aerodynamik-Anbauteile“,— (leer),HG3 Karosserie,,,,
11684,Spurverbreiterung,"A-LEER, HG",,,HG-003,3 Karosserie,1 Unterboden,— (leer),21024 „Räder & Bereifung“,— (leer),— (leer),,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | Distanzscheiben",,
10389,Steinschlagschutz,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,Schutzfolie/-leiste,,
10152,Stellelement für Zentralverriegelung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21009 „Schließsystem & Fahrzeugzugang“,— (leer),10305 Zentralverriegelung,,,,
11246,Tankentlüftungsventil,"A-LEER, HG",,,HG-003,3 Karosserie,1 Unterboden,— (leer),— (leer),— (leer),HG1 Unterboden,,"HG: Bauteil der Kraftstoffanlage (Tank/Leitungen unterflur), kein Karosserieteil",,
11958,Teilepaket Karosserie,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21029 „Karosserie-Teilepakete“,— (leer),— (leer),,gemischtes Karosserie-Set,,
10294,Temperaturfühler,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),HG3 Karosserie,,als Außentemperaturfühler interpretiert,,
10678,Trittbrett,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
12174,Trittstufe,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
10677,Umrißleuchte,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21003 „Heck-, Blink- & Signalleuchten“",— (leer),HG3 Karosserie,,Nfz-Umrissleuchte,,
11725,Verbindungsrohr für Heizungskanal,"A-LEER, HG",,,HG-002,4 Innenraum,3 Karosserie,— (leer),"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),10676 Karosserie,HG: Heizung,karosserieintegrierte Heizluftführung,,
11148,Verriegelungsknopf,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21009 „Schließsystem & Fahrzeugzugang“,— (leer),10355 Tür,,Türsicherungsknopf,,
10179,Vorderwand,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
11738,Warmluftkanal,"A-LEER, HG",,,HG-002,4 Innenraum,3 Karosserie,— (leer),"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),10676 Karosserie,HG: Heizung,karosserieintegrierte Heizluftführung,,
10764,Waschwasserdüse für Scheibenreinigung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10181,Wischerarm,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10528,Wischerblatt,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),10181 Wischerarm,,,,
10622,Wischergestänge,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10182,Wischergetriebe,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
11742,Wischerlager,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10303,Wischermotor,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10305,Zentralverriegelung,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),21009 „Schließsystem & Fahrzeugzugang“,— (leer),HG3 Karosserie,,fahrzeugweites ZV-System,,
10406,Zierleiste,A-LEER,,,,3 Karosserie,3 Karosserie,— (leer),"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,,,
